date,client,id,rank,num_urls,total_urls
2025-05-01,desktop,3310,1000,25,635
2025-05-01,desktop,3278,1000,1,635
2025-05-01,desktop,4580,1000,41,635
2025-05-01,desktop,4332,1000,1,635
2025-05-01,desktop,4591,5000,51,3226
2025-05-01,desktop,4263,5000,1168,3226
2025-05-01,desktop,3976,5000,4,3226
2025-05-01,desktop,3189,5000,131,3226
2025-05-01,desktop,4264,5000,755,3226
2025-05-01,desktop,4584,5000,1,3226
2025-05-01,desktop,4580,5000,202,3226
2025-05-01,desktop,3915,5000,46,3226
2025-05-01,desktop,4637,5000,5,3226
2025-05-01,desktop,4079,5000,189,3226
2025-05-01,desktop,4265,5000,670,3226
2025-05-01,desktop,4048,5000,6,3226
2025-05-01,desktop,4269,5000,2,3226
2025-05-01,desktop,4049,5000,29,3226
2025-05-01,desktop,3945,5000,106,3226
2025-05-01,desktop,4195,5000,1380,3226
2025-05-01,desktop,4836,5000,826,3226
2025-05-01,desktop,4166,5000,202,3226
2025-05-01,desktop,4696,5000,1,3226
2025-05-01,desktop,4206,5000,9,3226
2025-05-01,desktop,4151,5000,63,3226
2025-05-01,desktop,4332,5000,1,3226
2025-05-01,desktop,4635,5000,4,3226
2025-05-01,desktop,2790,5000,163,3226
2025-05-01,desktop,3365,5000,942,3226
2025-05-01,desktop,4497,5000,352,3226
2025-05-01,desktop,4460,5000,1163,3226
2025-05-01,desktop,3116,5000,69,3226
2025-05-01,desktop,4047,5000,24,3226
2025-05-01,desktop,4182,5000,1103,3226
2025-05-01,desktop,3310,5000,71,3226
2025-05-01,desktop,4301,5000,11,3226
2025-05-01,desktop,2791,5000,171,3226
2025-05-01,desktop,4520,5000,2613,3226
2025-05-01,desktop,4270,5000,570,3226
2025-05-01,desktop,4477,5000,7,3226
2025-05-01,desktop,3311,5000,7,3226
2025-05-01,desktop,4196,5000,1518,3226
2025-05-01,desktop,4188,5000,394,3226
2025-05-01,desktop,2789,5000,98,3226
2025-05-01,desktop,3273,5000,231,3226
2025-05-01,desktop,4194,5000,1254,3226
2025-05-01,desktop,4396,5000,3,3226
2025-05-01,desktop,2792,5000,227,3226
2025-05-01,desktop,3890,5000,7,3226
2025-05-01,desktop,3278,5000,16,3226
2025-05-01,desktop,4187,5000,1473,3226
2025-05-01,desktop,4364,5000,4,3226
2025-05-01,desktop,4046,5000,30,3226
2025-05-01,desktop,5102,5000,1491,3226
2025-05-01,desktop,4584,10000,1,6415
2025-05-01,desktop,3365,10000,1927,6415
2025-05-01,desktop,2791,10000,230,6415
2025-05-01,desktop,2789,10000,134,6415
2025-05-01,desktop,4635,10000,8,6415
2025-05-01,desktop,3311,10000,8,6415
2025-05-01,desktop,4332,10000,2,6415
2025-05-01,desktop,4206,10000,13,6415
2025-05-01,desktop,4195,10000,2751,6415
2025-05-01,desktop,4270,10000,1092,6415
2025-05-01,desktop,4364,10000,8,6415
2025-05-01,desktop,4046,10000,42,6415
2025-05-01,desktop,4396,10000,5,6415
2025-05-01,desktop,2792,10000,325,6415
2025-05-01,desktop,4196,10000,2980,6415
2025-05-01,desktop,4166,10000,345,6415
2025-05-01,desktop,5102,10000,2938,6415
2025-05-01,desktop,4188,10000,736,6415
2025-05-01,desktop,4580,10000,345,6415
2025-05-01,desktop,3310,10000,124,6415
2025-05-01,desktop,4477,10000,14,6415
2025-05-01,desktop,4079,10000,259,6415
2025-05-01,desktop,3945,10000,150,6415
2025-05-01,desktop,4520,10000,5210,6415
2025-05-01,desktop,4460,10000,2292,6415
2025-05-01,desktop,4048,10000,10,6415
2025-05-01,desktop,4187,10000,2920,6415
2025-05-01,desktop,4049,10000,39,6415
2025-05-01,desktop,4696,10000,3,6415
2025-05-01,desktop,4265,10000,1232,6415
2025-05-01,desktop,3116,10000,103,6415
2025-05-01,desktop,3278,10000,32,6415
2025-05-01,desktop,4637,10000,11,6415
2025-05-01,desktop,4264,10000,1423,6415
2025-05-01,desktop,3189,10000,169,6415
2025-05-01,desktop,3273,10000,327,6415
2025-05-01,desktop,4194,10000,2430,6415
2025-05-01,desktop,4591,10000,65,6415
2025-05-01,desktop,3915,10000,68,6415
2025-05-01,desktop,4301,10000,19,6415
2025-05-01,desktop,4836,10000,1569,6415
2025-05-01,desktop,3976,10000,9,6415
2025-05-01,desktop,2790,10000,221,6415
2025-05-01,desktop,4182,10000,2074,6415
2025-05-01,desktop,4497,10000,711,6415
2025-05-01,desktop,4263,10000,2211,6415
2025-05-01,desktop,3890,10000,14,6415
2025-05-01,desktop,4151,10000,86,6415
2025-05-01,desktop,4269,10000,2,6415
2025-05-01,desktop,4047,10000,33,6415
2025-05-01,desktop,4182,50000,8651,32937
2025-05-01,desktop,4270,50000,4731,32937
2025-05-01,desktop,4265,50000,4777,32937
2025-05-01,desktop,3365,50000,10132,32937
2025-05-01,desktop,4460,50000,10952,32937
2025-05-01,desktop,4263,50000,9616,32937
2025-05-01,desktop,4195,50000,13300,32937
2025-05-01,desktop,2792,50000,707,32937
2025-05-01,desktop,4206,50000,34,32937
2025-05-01,desktop,4696,50000,5,32937
2025-05-01,desktop,4187,50000,14435,32937
2025-05-01,desktop,4918,50000,1,32937
2025-05-01,desktop,4836,50000,6580,32937
2025-05-01,desktop,4048,50000,30,32937
2025-05-01,desktop,4188,50000,3291,32937
2025-05-01,desktop,4396,50000,18,32937
2025-05-01,desktop,3116,50000,253,32937
2025-05-01,desktop,2789,50000,291,32937
2025-05-01,desktop,4591,50000,120,32937
2025-05-01,desktop,2791,50000,464,32937
2025-05-01,desktop,4049,50000,90,32937
2025-05-01,desktop,4580,50000,1052,32937
2025-05-01,desktop,4637,50000,28,32937
2025-05-01,desktop,4520,50000,25692,32937
2025-05-01,desktop,4332,50000,2,32937
2025-05-01,desktop,4194,50000,10729,32937
2025-05-01,desktop,3890,50000,55,32937
2025-05-01,desktop,4584,50000,1,32937
2025-05-01,desktop,3976,50000,28,32937
2025-05-01,desktop,3310,50000,642,32937
2025-05-01,desktop,3278,50000,119,32937
2025-05-01,desktop,4477,50000,55,32937
2025-05-01,desktop,4166,50000,1052,32937
2025-05-01,desktop,3189,50000,321,32937
2025-05-01,desktop,4046,50000,111,32937
2025-05-01,desktop,4919,50000,1,32937
2025-05-01,desktop,3915,50000,123,32937
2025-05-01,desktop,4079,50000,555,32937
2025-05-01,desktop,4264,50000,6045,32937
2025-05-01,desktop,2790,50000,463,32937
2025-05-01,desktop,4364,50000,21,32937
2025-05-01,desktop,4196,50000,14475,32937
2025-05-01,desktop,4151,50000,165,32937
2025-05-01,desktop,5102,50000,14461,32937
2025-05-01,desktop,3273,50000,678,32937
2025-05-01,desktop,4301,50000,51,32937
2025-05-01,desktop,3945,50000,316,32937
2025-05-01,desktop,3311,50000,20,32937
2025-05-01,desktop,4047,50000,73,32937
2025-05-01,desktop,4635,50000,19,32937
2025-05-01,desktop,4269,50000,10,32937
2025-05-01,desktop,4497,50000,3924,32937
2025-05-01,desktop,2791,100000,646,66864
2025-05-01,desktop,3273,100000,993,66864
2025-05-01,desktop,4079,100000,814,66864
2025-05-01,desktop,4166,100000,1659,66864
2025-05-01,desktop,4332,100000,2,66864
2025-05-01,desktop,3310,100000,1339,66864
2025-05-01,desktop,3976,100000,49,66864
2025-05-01,desktop,4263,100000,17275,66864
2025-05-01,desktop,3311,100000,32,66864
2025-05-01,desktop,2790,100000,694,66864
2025-05-01,desktop,4151,100000,232,66864
2025-05-01,desktop,3915,100000,170,66864
2025-05-01,desktop,4584,100000,1,66864
2025-05-01,desktop,4696,100000,5,66864
2025-05-01,desktop,4047,100000,111,66864
2025-05-01,desktop,4460,100000,21136,66864
2025-05-01,desktop,3278,100000,199,66864
2025-05-01,desktop,4635,100000,32,66864
2025-05-01,desktop,4364,100000,34,66864
2025-05-01,desktop,2789,100000,428,66864
2025-05-01,desktop,4194,100000,19830,66864
2025-05-01,desktop,4790,100000,1,66864
2025-05-01,desktop,4270,100000,8659,66864
2025-05-01,desktop,3365,100000,20623,66864
2025-05-01,desktop,5102,100000,28249,66864
2025-05-01,desktop,4477,100000,108,66864
2025-05-01,desktop,4046,100000,170,66864
2025-05-01,desktop,4196,100000,28338,66864
2025-05-01,desktop,4048,100000,51,66864
2025-05-01,desktop,4919,100000,2,66864
2025-05-01,desktop,3116,100000,392,66864
2025-05-01,desktop,4301,100000,83,66864
2025-05-01,desktop,4580,100000,1659,66864
2025-05-01,desktop,4497,100000,7969,66864
2025-05-01,desktop,2792,100000,1024,66864
2025-05-01,desktop,4264,100000,10906,66864
2025-05-01,desktop,4206,100000,59,66864
2025-05-01,desktop,4269,100000,18,66864
2025-05-01,desktop,4187,100000,28157,66864
2025-05-01,desktop,4195,100000,25763,66864
2025-05-01,desktop,4637,100000,42,66864
2025-05-01,desktop,3945,100000,488,66864
2025-05-01,desktop,4049,100000,138,66864
2025-05-01,desktop,4188,100000,5904,66864
2025-05-01,desktop,3890,100000,108,66864
2025-05-01,desktop,4396,100000,51,66864
2025-05-01,desktop,4836,100000,11615,66864
2025-05-01,desktop,4591,100000,154,66864
2025-05-01,desktop,3189,100000,468,66864
2025-05-01,desktop,4520,100000,50876,66864
2025-05-01,desktop,4265,100000,8023,66864
2025-05-01,desktop,4182,100000,14978,66864
2025-05-01,desktop,4918,100000,2,66864
2025-05-01,desktop,4049,500000,310,354428
2025-05-01,desktop,4696,500000,11,354428
2025-05-01,desktop,5102,500000,136272,354428
2025-05-01,desktop,3273,500000,2701,354428
2025-05-01,desktop,4224,500000,1,354428
2025-05-01,desktop,4187,500000,135833,354428
2025-05-01,desktop,4332,500000,2,354428
2025-05-01,desktop,4957,500000,1,354428
2025-05-01,desktop,3310,500000,8284,354428
2025-05-01,desktop,4584,500000,1,354428
2025-05-01,desktop,4079,500000,1928,354428
2025-05-01,desktop,4265,500000,21773,354428
2025-05-01,desktop,4195,500000,125412,354428
2025-05-01,desktop,4151,500000,473,354428
2025-05-01,desktop,4635,500000,92,354428
2025-05-01,desktop,4591,500000,262,354428
2025-05-01,desktop,4919,500000,5,354428
2025-05-01,desktop,4793,500000,4,354428
2025-05-01,desktop,3945,500000,1329,354428
2025-05-01,desktop,4580,500000,4352,354428
2025-05-01,desktop,4918,500000,5,354428
2025-05-01,desktop,2792,500000,2485,354428
2025-05-01,desktop,4836,500000,37645,354428
2025-05-01,desktop,2790,500000,1743,354428
2025-05-01,desktop,4364,500000,106,354428
2025-05-01,desktop,4047,500000,253,354428
2025-05-01,desktop,4301,500000,216,354428
2025-05-01,desktop,4166,500000,4353,354428
2025-05-01,desktop,4206,500000,202,354428
2025-05-01,desktop,4637,500000,93,354428
2025-05-01,desktop,3890,500000,383,354428
2025-05-01,desktop,4270,500000,30363,354428
2025-05-01,desktop,4264,500000,36530,354428
2025-05-01,desktop,4196,500000,142844,354428
2025-05-01,desktop,2791,500000,1389,354428
2025-05-01,desktop,4477,500000,383,354428
2025-05-01,desktop,3116,500000,1086,354428
2025-05-01,desktop,3311,500000,70,354428
2025-05-01,desktop,4790,500000,1,354428
2025-05-01,desktop,4263,500000,58742,354428
2025-05-01,desktop,3365,500000,109266,354428
2025-05-01,desktop,3915,500000,389,354428
2025-05-01,desktop,3976,500000,116,354428
2025-05-01,desktop,4497,500000,34148,354428
2025-05-01,desktop,3189,500000,1081,354428
2025-05-01,desktop,4046,500000,299,354428
2025-05-01,desktop,4188,500000,20649,354428
2025-05-01,desktop,4396,500000,487,354428
2025-05-01,desktop,4579,500000,1,354428
2025-05-01,desktop,4048,500000,132,354428
2025-05-01,desktop,5028,500000,1,354428
2025-05-01,desktop,4755,500000,2,354428
2025-05-01,desktop,4269,500000,48,354428
2025-05-01,desktop,2789,500000,984,354428
2025-05-01,desktop,4460,500000,102463,354428
2025-05-01,desktop,4520,500000,255016,354428
2025-05-01,desktop,3278,500000,522,354428
2025-05-01,desktop,4194,500000,85245,354428
2025-05-01,desktop,4182,500000,47737,354428
2025-05-01,desktop,4188,1000000,34589,734631
2025-05-01,desktop,4637,1000000,116,734631
2025-05-01,desktop,4635,1000000,146,734631
2025-05-01,desktop,4332,1000000,2,734631
2025-05-01,desktop,2792,1000000,3931,734631
2025-05-01,desktop,4269,1000000,61,734631
2025-05-01,desktop,3116,1000000,1765,734631
2025-05-01,desktop,4957,1000000,1,734631
2025-05-01,desktop,4265,1000000,32096,734631
2025-05-01,desktop,4270,1000000,49937,734631
2025-05-01,desktop,4477,1000000,632,734631
2025-05-01,desktop,4194,1000000,166096,734631
2025-05-01,desktop,4918,1000000,6,734631
2025-05-01,desktop,4793,1000000,16,734631
2025-05-01,desktop,4224,1000000,1,734631
2025-05-01,desktop,3915,1000000,576,734631
2025-05-01,desktop,4047,1000000,351,734631
2025-05-01,desktop,4520,1000000,517505,734631
2025-05-01,desktop,4166,1000000,6282,734631
2025-05-01,desktop,2790,1000000,2539,734631
2025-05-01,desktop,3945,1000000,1969,734631
2025-05-01,desktop,4584,1000000,1,734631
2025-05-01,desktop,4196,1000000,293279,734631
2025-05-01,desktop,4151,1000000,627,734631
2025-05-01,desktop,4696,1000000,13,734631
2025-05-01,desktop,4755,1000000,3,734631
2025-05-01,desktop,4497,1000000,59379,734631
2025-05-01,desktop,4836,1000000,59714,734631
2025-05-01,desktop,4046,1000000,367,734631
2025-05-01,desktop,4790,1000000,1,734631
2025-05-01,desktop,3890,1000000,632,734631
2025-05-01,desktop,3976,1000000,158,734631
2025-05-01,desktop,4048,1000000,217,734631
2025-05-01,desktop,4187,1000000,269932,734631
2025-05-01,desktop,4580,1000000,6278,734631
2025-05-01,desktop,2789,1000000,1364,734631
2025-05-01,desktop,5028,1000000,1,734631
2025-05-01,desktop,5102,1000000,269895,734631
2025-05-01,desktop,3311,1000000,100,734631
2025-05-01,desktop,4263,1000000,95527,734631
2025-05-01,desktop,4301,1000000,312,734631
2025-05-01,desktop,4049,1000000,428,734631
2025-05-01,desktop,3278,1000000,792,734631
2025-05-01,desktop,4079,1000000,2758,734631
2025-05-01,desktop,3310,1000000,20092,734631
2025-05-01,desktop,4579,1000000,1,734631
2025-05-01,desktop,4919,1000000,6,734631
2025-05-01,desktop,4182,1000000,77727,734631
2025-05-01,desktop,3273,1000000,4462,734631
2025-05-01,desktop,4396,1000000,944,734631
2025-05-01,desktop,4591,1000000,306,734631
2025-05-01,desktop,3189,1000000,1522,734631
2025-05-01,desktop,4206,1000000,422,734631
2025-05-01,desktop,4195,1000000,252264,734631
2025-05-01,desktop,4460,1000000,205020,734631
2025-05-01,desktop,2791,1000000,1869,734631
2025-05-01,desktop,4264,1000000,59200,734631
2025-05-01,desktop,3365,1000000,223192,734631
2025-05-01,desktop,4364,1000000,165,734631
2025-05-01,desktop,4918,5000000,16,3744720
2025-05-01,desktop,4270,5000000,149161,3744720
2025-05-01,desktop,3365,5000000,977280,3744720
2025-05-01,desktop,4047,5000000,702,3744720
2025-05-01,desktop,4264,5000000,173448,3744720
2025-05-01,desktop,4460,5000000,867294,3744720
2025-05-01,desktop,4196,5000000,1432166,3744720
2025-05-01,desktop,4793,5000000,68,3744720
2025-05-01,desktop,3915,5000000,1915,3744720
2025-05-01,desktop,4049,5000000,840,3744720
2025-05-01,desktop,3890,5000000,2103,3744720
2025-05-01,desktop,4194,5000000,796257,3744720
2025-05-01,desktop,2789,5000000,2922,3744720
2025-05-01,desktop,3273,5000000,31269,3744720
2025-05-01,desktop,2792,5000000,28496,3744720
2025-05-01,desktop,2790,5000000,5707,3744720
2025-05-01,desktop,4048,5000000,491,3744720
2025-05-01,desktop,4497,5000000,205366,3744720
2025-05-01,desktop,4224,5000000,3,3744720
2025-05-01,desktop,3310,5000000,153556,3744720
2025-05-01,desktop,4579,5000000,1,3744720
2025-05-01,desktop,3976,5000000,327,3744720
2025-05-01,desktop,4206,5000000,3231,3744720
2025-05-01,desktop,4584,5000000,1,3744720
2025-05-01,desktop,4265,5000000,75322,3744720
2025-05-01,desktop,4332,5000000,2,3744720
2025-05-01,desktop,4046,5000000,679,3744720
2025-05-01,desktop,4188,5000000,97151,3744720
2025-05-01,desktop,3278,5000000,2321,3744720
2025-05-01,desktop,3945,5000000,4472,3744720
2025-05-01,desktop,4269,5000000,111,3744720
2025-05-01,desktop,4580,5000000,12634,3744720
2025-05-01,desktop,4079,5000000,6095,3744720
2025-05-01,desktop,2791,5000000,3838,3744720
2025-05-01,desktop,4591,5000000,447,3744720
2025-05-01,desktop,4195,5000000,1132931,3744720
2025-05-01,desktop,4301,5000000,707,3744720
2025-05-01,desktop,3311,5000000,193,3744720
2025-05-01,desktop,4151,5000000,1295,3744720
2025-05-01,desktop,4477,5000000,2103,3744720
2025-05-01,desktop,4396,5000000,2673,3744720
2025-05-01,desktop,4182,5000000,246021,3744720
2025-05-01,desktop,4755,5000000,9,3744720
2025-05-01,desktop,4263,5000000,296533,3744720
2025-05-01,desktop,4364,5000000,266,3744720
2025-05-01,desktop,4696,5000000,17,3744720
2025-05-01,desktop,4166,5000000,12659,3744720
2025-05-01,desktop,4635,5000000,235,3744720
2025-05-01,desktop,4520,5000000,2501720,3744720
2025-05-01,desktop,4637,5000000,149,3744720
2025-05-01,desktop,4957,5000000,2,3744720
2025-05-01,desktop,3116,5000000,6792,3744720
2025-05-01,desktop,5102,5000000,1142302,3744720
2025-05-01,desktop,4187,5000000,1150990,3744720
2025-05-01,desktop,4919,5000000,16,3744720
2025-05-01,desktop,5028,5000000,1,3744720
2025-05-01,desktop,4836,5000000,173158,3744720
2025-05-01,desktop,3189,5000000,3325,3744720
2025-05-01,desktop,4790,5000000,1,3744720
2025-05-01,desktop,4790,10000000,3,7095064
2025-05-01,desktop,4580,10000000,16860,7095064
2025-05-01,desktop,4151,10000000,1661,7095064
2025-05-01,desktop,4048,10000000,806,7095064
2025-05-01,desktop,4265,10000000,104288,7095064
2025-05-01,desktop,4301,10000000,1000,7095064
2025-05-01,desktop,4188,10000000,133544,7095064
2025-05-01,desktop,3890,10000000,3538,7095064
2025-05-01,desktop,4364,10000000,323,7095064
2025-05-01,desktop,4497,10000000,338492,7095064
2025-05-01,desktop,3278,10000000,3797,7095064
2025-05-01,desktop,2790,10000000,7706,7095064
2025-05-01,desktop,4396,10000000,4609,7095064
2025-05-01,desktop,3310,10000000,334190,7095064
2025-05-01,desktop,3116,10000000,11704,7095064
2025-05-01,desktop,2789,10000000,4123,7095064
2025-05-01,desktop,4584,10000000,1,7095064
2025-05-01,desktop,4637,10000000,162,7095064
2025-05-01,desktop,4264,10000000,263152,7095064
2025-05-01,desktop,5102,10000000,1865209,7095064
2025-05-01,desktop,4919,10000000,17,7095064
2025-05-01,desktop,4836,10000000,265983,7095064
2025-05-01,desktop,4520,10000000,4552148,7095064
2025-05-01,desktop,4166,10000000,16900,7095064
2025-05-01,desktop,2791,10000000,5318,7095064
2025-05-01,desktop,4696,10000000,21,7095064
2025-05-01,desktop,4194,10000000,1484047,7095064
2025-05-01,desktop,3365,10000000,1601056,7095064
2025-05-01,desktop,4224,10000000,4,7095064
2025-05-01,desktop,4182,10000000,374233,7095064
2025-05-01,desktop,4579,10000000,1,7095064
2025-05-01,desktop,4460,10000000,1401451,7095064
2025-05-01,desktop,4195,10000000,1945070,7095064
2025-05-01,desktop,4046,10000000,991,7095064
2025-05-01,desktop,3945,10000000,5988,7095064
2025-05-01,desktop,4477,10000000,3538,7095064
2025-05-01,desktop,4047,10000000,1160,7095064
2025-05-01,desktop,4187,10000000,1876212,7095064
2025-05-01,desktop,4635,10000000,255,7095064
2025-05-01,desktop,4957,10000000,4,7095064
2025-05-01,desktop,4269,10000000,131,7095064
2025-05-01,desktop,4196,10000000,2607283,7095064
2025-05-01,desktop,4263,10000000,477979,7095064
2025-05-01,desktop,5028,10000000,2,7095064
2025-05-01,desktop,4206,10000000,6645,7095064
2025-05-01,desktop,3915,10000000,3710,7095064
2025-05-01,desktop,4049,10000000,1242,7095064
2025-05-01,desktop,2792,10000000,98279,7095064
2025-05-01,desktop,4755,10000000,14,7095064
2025-05-01,desktop,4332,10000000,2,7095064
2025-05-01,desktop,3311,10000000,229,7095064
2025-05-01,desktop,3976,10000000,472,7095064
2025-05-01,desktop,3189,10000000,4328,7095064
2025-05-01,desktop,4591,10000000,512,7095064
2025-05-01,desktop,4793,10000000,103,7095064
2025-05-01,desktop,4079,10000000,8162,7095064
2025-05-01,desktop,3273,10000000,102819,7095064
2025-05-01,desktop,4918,10000000,17,7095064
2025-05-01,desktop,4270,10000000,226814,7095064
2025-05-01,desktop,2791,50000000,7880,12619786
2025-05-01,desktop,3311,50000000,299,12619786
2025-05-01,desktop,4477,50000000,5872,12619786
2025-05-01,desktop,4188,50000000,179872,12619786
2025-05-01,desktop,3915,50000000,10543,12619786
2025-05-01,desktop,4195,50000000,3069054,12619786
2025-05-01,desktop,4580,50000000,26377,12619786
2025-05-01,desktop,4046,50000000,1851,12619786
2025-05-01,desktop,4793,50000000,162,12619786
2025-05-01,desktop,3976,50000000,985,12619786
2025-05-01,desktop,3945,50000000,8501,12619786
2025-05-01,desktop,4049,50000000,2260,12619786
2025-05-01,desktop,4836,50000000,438045,12619786
2025-05-01,desktop,4182,50000000,626621,12619786
2025-05-01,desktop,3310,50000000,600881,12619786
2025-05-01,desktop,3189,50000000,5959,12619786
2025-05-01,desktop,4332,50000000,2,12619786
2025-05-01,desktop,5102,50000000,2910457,12619786
2025-05-01,desktop,4269,50000000,152,12619786
2025-05-01,desktop,3278,50000000,6175,12619786
2025-05-01,desktop,4194,50000000,2509625,12619786
2025-05-01,desktop,3116,50000000,18588,12619786
2025-05-01,desktop,4460,50000000,2090186,12619786
2025-05-01,desktop,2792,50000000,243562,12619786
2025-05-01,desktop,4151,50000000,2341,12619786
2025-05-01,desktop,4584,50000000,1,12619786
2025-05-01,desktop,4919,50000000,23,12619786
2025-05-01,desktop,4755,50000000,17,12619786
2025-05-01,desktop,4270,50000000,351927,12619786
2025-05-01,desktop,5028,50000000,4,12619786
2025-05-01,desktop,4497,50000000,588746,12619786
2025-05-01,desktop,4048,50000000,1713,12619786
2025-05-01,desktop,4364,50000000,409,12619786
2025-05-01,desktop,3365,50000000,2408066,12619786
2025-05-01,desktop,4187,50000000,2884265,12619786
2025-05-01,desktop,4224,50000000,4,12619786
2025-05-01,desktop,2789,50000000,6293,12619786
2025-05-01,desktop,4196,50000000,4357871,12619786
2025-05-01,desktop,4206,50000000,13053,12619786
2025-05-01,desktop,4263,50000000,814929,12619786
2025-05-01,desktop,4396,50000000,11158,12619786
2025-05-01,desktop,3890,50000000,5872,12619786
2025-05-01,desktop,4520,50000000,7657420,12619786
2025-05-01,desktop,4079,50000000,11429,12619786
2025-05-01,desktop,4696,50000000,26,12619786
2025-05-01,desktop,4047,50000000,2284,12619786
2025-05-01,desktop,4637,50000000,215,12619786
2025-05-01,desktop,4790,50000000,3,12619786
2025-05-01,desktop,4957,50000000,5,12619786
2025-05-01,desktop,2790,50000000,11026,12619786
2025-05-01,desktop,4265,50000000,153356,12619786
2025-05-01,desktop,4166,50000000,26426,12619786
2025-05-01,desktop,4918,50000000,23,12619786
2025-05-01,desktop,4264,50000000,413981,12619786
2025-05-01,desktop,3273,50000000,251628,12619786
2025-05-01,desktop,4591,50000000,594,12619786
2025-05-01,desktop,4301,50000000,1589,12619786
2025-05-01,desktop,4579,50000000,2,12619786
2025-05-01,desktop,4635,50000000,266,12619786
2025-05-01,mobile,3189,1000,68,786
2025-05-01,mobile,4836,1000,86,786
2025-05-01,mobile,4047,1000,14,786
2025-05-01,mobile,4206,1000,4,786
2025-05-01,mobile,3311,1000,2,786
2025-05-01,mobile,3890,1000,1,786
2025-05-01,mobile,4049,1000,16,786
2025-05-01,mobile,3116,1000,30,786
2025-05-01,mobile,3310,1000,23,786
2025-05-01,mobile,4151,1000,29,786
2025-05-01,mobile,4520,1000,592,786
2025-05-01,mobile,4497,1000,58,786
2025-05-01,mobile,4187,1000,286,786
2025-05-01,mobile,4584,1000,1,786
2025-05-01,mobile,4580,1000,34,786
2025-05-01,mobile,4079,1000,87,786
2025-05-01,mobile,2792,1000,104,786
2025-05-01,mobile,3976,1000,1,786
2025-05-01,mobile,4265,1000,119,786
2025-05-01,mobile,4460,1000,211,786
2025-05-01,mobile,3945,1000,54,786
2025-05-01,mobile,2789,1000,46,786
2025-05-01,mobile,4591,1000,26,786
2025-05-01,mobile,3278,1000,1,786
2025-05-01,mobile,2790,1000,79,786
2025-05-01,mobile,3365,1000,157,786
2025-05-01,mobile,4301,1000,2,786
2025-05-01,mobile,2791,1000,86,786
2025-05-01,mobile,4264,1000,142,786
2025-05-01,mobile,4194,1000,229,786
2025-05-01,mobile,4166,1000,34,786
2025-05-01,mobile,4046,1000,13,786
2025-05-01,mobile,3915,1000,19,786
2025-05-01,mobile,4477,1000,1,786
2025-05-01,mobile,4048,1000,2,786
2025-05-01,mobile,4270,1000,112,786
2025-05-01,mobile,5102,1000,297,786
2025-05-01,mobile,4188,1000,67,786
2025-05-01,mobile,4182,1000,226,786
2025-05-01,mobile,4196,1000,331,786
2025-05-01,mobile,4263,1000,232,786
2025-05-01,mobile,4195,1000,257,786
2025-05-01,mobile,3273,1000,119,786
2025-05-01,mobile,4049,5000,29,3899
2025-05-01,mobile,3189,5000,137,3899
2025-05-01,mobile,4151,5000,64,3899
2025-05-01,mobile,4046,5000,30,3899
2025-05-01,mobile,4580,5000,171,3899
2025-05-01,mobile,4048,5000,7,3899
2025-05-01,mobile,4364,5000,4,3899
2025-05-01,mobile,4269,5000,1,3899
2025-05-01,mobile,3310,5000,69,3899
2025-05-01,mobile,4635,5000,4,3899
2025-05-01,mobile,4196,5000,1665,3899
2025-05-01,mobile,4584,5000,1,3899
2025-05-01,mobile,4079,5000,197,3899
2025-05-01,mobile,2791,5000,178,3899
2025-05-01,mobile,2792,5000,240,3899
2025-05-01,mobile,4591,5000,51,3899
2025-05-01,mobile,4166,5000,171,3899
2025-05-01,mobile,4696,5000,1,3899
2025-05-01,mobile,4187,5000,1667,3899
2025-05-01,mobile,4460,5000,1253,3899
2025-05-01,mobile,4497,5000,405,3899
2025-05-01,mobile,3311,5000,7,3899
2025-05-01,mobile,4264,5000,799,3899
2025-05-01,mobile,4263,5000,1253,3899
2025-05-01,mobile,4047,5000,24,3899
2025-05-01,mobile,4265,5000,676,3899
2025-05-01,mobile,4206,5000,11,3899
2025-05-01,mobile,3116,5000,77,3899
2025-05-01,mobile,3890,5000,6,3899
2025-05-01,mobile,4182,5000,1230,3899
2025-05-01,mobile,4270,5000,624,3899
2025-05-01,mobile,3945,5000,113,3899
2025-05-01,mobile,4195,5000,1484,3899
2025-05-01,mobile,5102,5000,1690,3899
2025-05-01,mobile,4396,5000,2,3899
2025-05-01,mobile,4637,5000,5,3899
2025-05-01,mobile,4836,5000,561,3899
2025-05-01,mobile,3278,5000,15,3899
2025-05-01,mobile,2789,5000,105,3899
2025-05-01,mobile,4188,5000,415,3899
2025-05-01,mobile,3976,5000,5,3899
2025-05-01,mobile,4520,5000,3032,3899
2025-05-01,mobile,4301,5000,11,3899
2025-05-01,mobile,4477,5000,6,3899
2025-05-01,mobile,3365,5000,1024,3899
2025-05-01,mobile,3915,5000,48,3899
2025-05-01,mobile,4194,5000,1134,3899
2025-05-01,mobile,3273,5000,243,3899
2025-05-01,mobile,2790,5000,170,3899
2025-05-01,mobile,4049,10000,40,7720
2025-05-01,mobile,4637,10000,10,7720
2025-05-01,mobile,3116,10000,114,7720
2025-05-01,mobile,3189,10000,180,7720
2025-05-01,mobile,2792,10000,341,7720
2025-05-01,mobile,2791,10000,241,7720
2025-05-01,mobile,4263,10000,2388,7720
2025-05-01,mobile,4166,10000,299,7720
2025-05-01,mobile,4591,10000,65,7720
2025-05-01,mobile,4182,10000,2291,7720
