api	date	client	is_root_page	page	rank	rank_grouping	total_pages	percentage
extra	2025-05-01	desktop	True	237	1000	1000	635	37.32283464566929
extra	2025-05-01	mobile	False	283	1000	1000	706	40.084985835694056
extra	2025-05-01	mobile	True	286	1000	1000	786	36.38676844783715
extra	2025-06-01	desktop	False	234	1000	1000	558	41.935483870967744
extra	2025-06-01	desktop	True	231	1000	1000	622	37.138263665594856
extra	2025-06-01	mobile	False	282	1000	1000	693	40.692640692640694
extra	2025-06-01	mobile	True	292	1000	1000	774	37.72609819121447
extra	2025-07-01	desktop	False	223	1000	1000	568	39.26056338028169
extra	2025-07-01	desktop	True	237	1000	1000	633	37.44075829383886
extra	2025-07-01	mobile	False	265	1000	1000	696	38.07471264367816
extra	2025-07-01	mobile	True	277	1000	1000	790	35.063291139240505
extra	2025-08-01	desktop	False	213	1000	1000	560	38.035714285714285
extra	2025-08-01	desktop	True	218	1000	1000	623	34.99197431781702
extra	2025-08-01	mobile	False	244	1000	1000	671	36.36363636363637
extra	2025-08-01	mobile	True	258	1000	1000	767	33.63754889178618
extra	2025-09-01	desktop	False	209	1000	1000	550	38.0
extra	2025-09-01	desktop	True	209	1000	1000	614	34.039087947882734
extra	2025-09-01	mobile	False	242	1000	1000	681	35.5359765051395
extra	2025-09-01	mobile	True	254	1000	1000	769	33.02990897269181
extra	2025-10-01	desktop	False	199	1000	1000	540	36.851851851851855
extra	2025-10-01	desktop	True	205	1000	1000	612	33.49673202614379
extra	2025-10-01	mobile	False	237	1000	1000	666	35.585585585585584
extra	2025-10-01	mobile	True	246	1000	1000	758	32.45382585751979
extra	2025-11-01	desktop	False	162	1000	1000	556	29.136690647482016
extra	2025-11-01	desktop	True	187	1000	1000	627	29.82456140350877
extra	2025-11-01	mobile	False	201	1000	1000	685	29.34306569343066
extra	2025-11-01	mobile	True	212	1000	1000	772	27.461139896373055
extra	2025-12-01	desktop	False	115	1000	1000	564	20.390070921985814
extra	2025-12-01	desktop	True	139	1000	1000	626	22.20447284345048
extra	2025-12-01	mobile	False	139	1000	1000	681	20.411160058737153
extra	2025-12-01	mobile	True	159	1000	1000	769	20.676202860858258
extra	2026-01-01	desktop	False	112	1000	1000	544	20.588235294117645
extra	2026-01-01	desktop	True	111	1000	1000	609	18.226600985221676
extra	2026-01-01	mobile	False	130	1000	1000	673	19.316493313521548
extra	2026-01-01	mobile	True	124	1000	1000	761	16.29434954007884
extra	2026-02-01	desktop	False	130	1000	1000	568	22.887323943661972
extra	2026-02-01	desktop	True	124	1000	1000	633	19.589257503949447
extra	2026-02-01	mobile	False	138	1000	1000	687	20.087336244541483
extra	2026-02-01	mobile	True	137	1000	1000	777	17.63191763191763
extra	2026-03-01	desktop	False	120	1000	1000	563	21.314387211367674
extra	2026-03-01	desktop	True	118	1000	1000	637	18.524332810047095
extra	2026-03-01	mobile	False	141	1000	1000	672	20.982142857142858
extra	2026-03-01	mobile	True	140	1000	1000	773	18.111254851228978
extra	2026-04-01	desktop	False	107	1000	1000	557	19.210053859964095
extra	2026-04-01	desktop	True	112	1000	1000	636	17.61006289308176
extra	2026-04-01	mobile	False	128	1000	1000	680	18.823529411764707
extra	2026-04-01	mobile	True	129	1000	1000	778	16.580976863753214
Attribution Reporting	2021-06-01	desktop	True	1	5000	5000	788	0.12690355329949238
Attribution Reporting	2021-06-01	mobile	True	1	5000	5000	911	0.10976948408342481
Attribution Reporting	2021-07-01	desktop	True	1	5000	5000	785	0.12738853503184713
Attribution Reporting	2021-07-01	mobile	True	1	5000	5000	923	0.10834236186348861
Attribution Reporting	2021-12-01	desktop	True	1	5000	5000	742	0.13477088948787064
Attribution Reporting	2021-12-01	mobile	True	1	5000	5000	928	0.10775862068965517
Attribution Reporting	2022-01-01	desktop	True	1	5000	5000	740	0.13513513513513514
Attribution Reporting	2022-01-01	mobile	True	1	5000	5000	927	0.10787486515641855
Attribution Reporting	2024-05-01	desktop	False	828	5000	5000	2819	29.372117772259664
Attribution Reporting	2024-05-01	desktop	True	171	5000	5000	3140	5.445859872611465
Attribution Reporting	2024-05-01	mobile	False	937	5000	5000	3408	27.494131455399064
Attribution Reporting	2024-05-01	mobile	True	356	5000	5000	3851	9.244352116333419
Attribution Reporting	2024-06-01	desktop	False	977	5000	5000	2896	33.73618784530387
Attribution Reporting	2024-06-01	desktop	True	928	5000	5000	3222	28.801986343885783
Attribution Reporting	2024-06-01	mobile	False	1057	5000	5000	3476	30.408515535097813
Attribution Reporting	2024-06-01	mobile	True	1081	5000	5000	3918	27.590607452782034
Attribution Reporting	2024-07-01	desktop	False	963	5000	5000	2900	33.206896551724135
Attribution Reporting	2024-07-01	desktop	True	973	5000	5000	3254	29.901659496004918
Attribution Reporting	2024-07-01	mobile	False	1070	5000	5000	3509	30.493017953833
Attribution Reporting	2024-07-01	mobile	True	1117	5000	5000	3969	28.143109095490047
Attribution Reporting	2024-08-01	desktop	False	967	5000	5000	2865	33.7521815008726
Attribution Reporting	2024-08-01	desktop	True	964	5000	5000	3213	30.003112356053535
Attribution Reporting	2024-08-01	mobile	False	1081	5000	5000	3495	30.92989985693848
Attribution Reporting	2024-08-01	mobile	True	1135	5000	5000	3948	28.74873353596758
Attribution Reporting	2024-09-01	desktop	False	896	5000	5000	2782	32.20704529115744
Attribution Reporting	2024-09-01	desktop	True	937	5000	5000	3165	29.605055292259085
Attribution Reporting	2024-09-01	mobile	False	1000	5000	5000	3413	29.29973630237328
Attribution Reporting	2024-09-01	mobile	True	999	5000	5000	3884	25.720906282183314
Attribution Reporting	2024-10-01	desktop	False	946	5000	5000	2882	32.82442748091603
Attribution Reporting	2024-10-01	desktop	True	973	5000	5000	3228	30.14250309789343
Attribution Reporting	2024-10-01	mobile	False	1018	5000	5000	3454	29.47307469600463
Attribution Reporting	2024-10-01	mobile	True	995	5000	5000	3869	25.71723959679504
Attribution Reporting	2024-11-01	desktop	False	993	5000	5000	2902	34.21778084079945
Attribution Reporting	2024-11-01	desktop	True	975	5000	5000	3260	29.9079754601227
Attribution Reporting	2024-11-01	mobile	False	1069	5000	5000	3497	30.569059193594512
Attribution Reporting	2024-11-01	mobile	True	1066	5000	5000	3915	27.228607918263094
Attribution Reporting	2024-12-01	desktop	False	993	5000	5000	2958	33.56997971602434
Attribution Reporting	2024-12-01	desktop	True	1014	5000	5000	3305	30.680786686838125
Attribution Reporting	2024-12-01	mobile	False	1040	5000	5000	3518	29.56225127913587
Attribution Reporting	2024-12-01	mobile	True	1070	5000	5000	3949	27.095467206887818
Attribution Reporting	2025-01-01	desktop	False	904	5000	5000	2832	31.92090395480226
Attribution Reporting	2025-01-01	desktop	True	910	5000	5000	3181	28.607356177302734
Attribution Reporting	2025-01-01	mobile	False	965	5000	5000	3416	28.249414519906324
Attribution Reporting	2025-01-01	mobile	True	994	5000	5000	3867	25.704680630980086
Attribution Reporting	2025-02-01	desktop	False	909	5000	5000	2919	31.14080164439877
Attribution Reporting	2025-02-01	desktop	True	921	5000	5000	3283	28.05360950350289
Attribution Reporting	2025-02-01	mobile	False	981	5000	5000	3449	28.443026964337488
Attribution Reporting	2025-02-01	mobile	True	1031	5000	5000	3907	26.388533401586894
Attribution Reporting	2025-03-01	desktop	False	886	5000	5000	2924	30.300957592339262
Attribution Reporting	2025-03-01	desktop	True	949	5000	5000	3266	29.056950398040414
Attribution Reporting	2025-03-01	mobile	False	960	5000	5000	3429	27.99650043744532
Attribution Reporting	2025-03-01	mobile	True	1004	5000	5000	3867	25.963279027670026
Attribution Reporting	2025-04-01	desktop	False	907	5000	5000	2900	31.275862068965516
Attribution Reporting	2025-04-01	desktop	True	947	5000	5000	3278	28.889566809029898
Attribution Reporting	2025-04-01	mobile	False	982	5000	5000	3420	28.713450292397663
Attribution Reporting	2025-04-01	mobile	True	1015	5000	5000	3873	26.207074619158277
Attribution Reporting	2025-05-01	desktop	False	928	5000	5000	2864	32.402234636871505
Attribution Reporting	2025-05-01	desktop	True	942	5000	5000	3226	29.200247985120892
Attribution Reporting	2025-05-01	mobile	False	1025	5000	5000	3429	29.89209682123068
Attribution Reporting	2025-05-01	mobile	True	1024	5000	5000	3899	26.26314439599897
Attribution Reporting	2025-06-01	desktop	False	1032	5000	5000	2834	36.41496118560339
Attribution Reporting	2025-06-01	desktop	True	1048	5000	5000	3170	33.05993690851735
Attribution Reporting	2025-06-01	mobile	False	1069	5000	5000	3393	31.506041850869437
Attribution Reporting	2025-06-01	mobile	True	1088	5000	5000	3845	28.296488946684008
Attribution Reporting	2025-07-01	desktop	False	786	5000	5000	2864	27.44413407821229
Attribution Reporting	2025-07-01	desktop	True	786	5000	5000	3201	24.554826616682288
Attribution Reporting	2025-07-01	mobile	False	848	5000	5000	3419	24.80257385200351
Attribution Reporting	2025-07-01	mobile	True	843	5000	5000	3891	21.66538164996145
Attribution Reporting	2025-08-01	desktop	False	808	5000	5000	2883	28.02636142906694
Attribution Reporting	2025-08-01	desktop	True	804	5000	5000	3195	25.16431924882629
Attribution Reporting	2025-08-01	mobile	False	833	5000	5000	3377	24.666864080544862
Attribution Reporting	2025-08-01	mobile	True	896	5000	5000	3857	23.23049001814882
Attribution Reporting	2025-09-01	desktop	False	784	5000	5000	2870	27.31707317073171
Attribution Reporting	2025-09-01	desktop	True	793	5000	5000	3203	24.758039338120515
Attribution Reporting	2025-09-01	mobile	False	851	5000	5000	3398	25.044143613890522
Attribution Reporting	2025-09-01	mobile	True	845	5000	5000	3887	21.73913043478261
Attribution Reporting	2025-10-01	desktop	False	758	5000	5000	2862	26.484975541579313
Attribution Reporting	2025-10-01	desktop	True	752	5000	5000	3162	23.782416192283364
Attribution Reporting	2025-10-01	mobile	False	781	5000	5000	3343	23.362249476518098
Attribution Reporting	2025-10-01	mobile	True	798	5000	5000	3791	21.04985491954629
Attribution Reporting	2025-11-01	desktop	False	739	5000	5000	2897	25.509147393855713
Attribution Reporting	2025-11-01	desktop	True	754	5000	5000	3250	23.200000000000003
Attribution Reporting	2025-11-01	mobile	False	796	5000	5000	3390	23.480825958702063
Attribution Reporting	2025-11-01	mobile	True	797	5000	5000	3874	20.57305110996386
Attribution Reporting	2025-12-01	desktop	False	358	5000	5000	2946	12.152070604209097
Attribution Reporting	2025-12-01	desktop	True	623	5000	5000	3273	19.034524900702717
Attribution Reporting	2025-12-01	mobile	False	332	5000	5000	3398	9.770453207769277
Attribution Reporting	2025-12-01	mobile	True	588	5000	5000	3877	15.166365746711374
Attribution Reporting	2026-01-01	desktop	False	471	5000	5000	2862	16.457023060796647
Attribution Reporting	2026-01-01	desktop	True	359	5000	5000	3192	11.246867167919799
Attribution Reporting	2026-01-01	mobile	False	470	5000	5000	3356	14.00476758045292
Attribution Reporting	2026-01-01	mobile	True	357	5000	5000	3813	9.36270653029111
Attribution Reporting	2026-02-01	desktop	False	607	5000	5000	2906	20.887818306951136
Attribution Reporting	2026-02-01	desktop	True	607	5000	5000	3270	18.56269113149847
Attribution Reporting	2026-02-01	mobile	False	638	5000	5000	3381	18.870156758355517
Attribution Reporting	2026-02-01	mobile	True	672	5000	5000	3883	17.30620654133402
Attribution Reporting	2026-03-01	desktop	False	481	5000	5000	2856	16.841736694677873
Attribution Reporting	2026-03-01	desktop	True	519	5000	5000	3239	16.023464032108674
Attribution Reporting	2026-03-01	mobile	False	457	5000	5000	3330	13.723723723723724
Attribution Reporting	2026-03-01	mobile	True	468	5000	5000	3861	12.121212121212121
Attribution Reporting	2026-04-01	desktop	False	445	5000	5000	2829	15.729939908094734
Attribution Reporting	2026-04-01	desktop	True	504	5000	5000	3232	15.594059405940595
Attribution Reporting	2026-04-01	mobile	False	416	5000	5000	3335	12.473763118440779
Attribution Reporting	2026-04-01	mobile	True	461	5000	5000	3845	11.989596879063718
FedCM	2023-02-01	desktop	True	1	5000	5000	3569	0.02801905295601009
FedCM	2023-02-01	mobile	False	1	5000	5000	3783	0.026434047052603753
FedCM	2023-03-01	desktop	False	1	5000	5000	3125	0.032
FedCM	2023-03-01	desktop	True	1	5000	5000	3581	0.027925160569673275
FedCM	2023-04-01	mobile	False	1	5000	5000	3761	0.026588673225206066
FedCM	2023-04-01	mobile	True	1	5000	5000	4485	0.022296544035674472
FedCM	2023-05-01	desktop	False	1	5000	5000	3071	0.0325626831650928
FedCM	2023-05-01	mobile	False	1	5000	5000	3756	0.026624068157614485
FedCM	2023-05-01	mobile	True	2	5000	5000	4465	0.044792833146696534
FedCM	2023-08-01	desktop	False	1	5000	5000	3125	0.032
FedCM	2023-08-01	desktop	True	2	5000	5000	3557	0.056227157717177394
FedCM	2023-08-01	mobile	False	1	5000	5000	3782	0.026441036488630353
FedCM	2023-09-01	desktop	False	1	5000	5000	3080	0.032467532467532464
FedCM	2023-09-01	desktop	True	2	5000	5000	3580	0.055865921787709494
FedCM	2023-09-01	mobile	False	1	5000	5000	3723	0.026860059092130004
FedCM	2023-09-01	mobile	True	1	5000	5000	4494	0.022251891410769914
FedCM	2023-10-01	desktop	False	1	5000	5000	3135	0.03189792663476874
FedCM	2023-10-01	desktop	True	3	5000	5000	3589	0.08358874338255781
FedCM	2023-10-01	mobile	True	1	5000	5000	4448	0.02248201438848921
FedCM	2023-11-01	desktop	False	3	5000	5000	3109	0.0964940495336121
FedCM	2023-11-01	desktop	True	4	5000	5000	3582	0.11166945840312675
FedCM	2023-11-01	mobile	False	4	5000	5000	3727	0.10732492621411323
FedCM	2023-11-01	mobile	True	3	5000	5000	4459	0.06727965911639382
FedCM	2023-12-01	desktop	False	12	5000	5000	3002	0.39973351099267157
FedCM	2023-12-01	desktop	True	7	5000	5000	3324	0.210589651022864
FedCM	2023-12-01	mobile	False	6	5000	5000	3575	0.16783216783216784
FedCM	2023-12-01	mobile	True	7	5000	5000	3990	0.17543859649122806
FedCM	2024-01-01	desktop	False	7	5000	5000	2940	0.2380952380952381
FedCM	2024-01-01	desktop	True	7	5000	5000	3242	0.215916101172116
FedCM	2024-01-01	mobile	False	9	5000	5000	3538	0.25438100621820237
FedCM	2024-01-01	mobile	True	10	5000	5000	3960	0.25252525252525254
FedCM	2024-02-01	desktop	False	12	5000	5000	2958	0.4056795131845842
FedCM	2024-02-01	desktop	True	10	5000	5000	3268	0.30599755201958384
FedCM	2024-02-01	mobile	False	11	5000	5000	3485	0.31563845050215206
FedCM	2024-02-01	mobile	True	14	5000	5000	3915	0.35759897828863346
FedCM	2024-03-01	desktop	False	12	5000	5000	2927	0.40997608472839087
FedCM	2024-03-01	desktop	True	12	5000	5000	3277	0.366188587122368
FedCM	2024-03-01	mobile	False	14	5000	5000	3471	0.40334197637568425
FedCM	2024-03-01	mobile	True	17	5000	5000	3932	0.4323499491353001
FedCM	2024-04-01	desktop	False	145	5000	5000	2960	4.898648648648648
FedCM	2024-04-01	desktop	True	147	5000	5000	3247	4.5272559285494305
FedCM	2024-04-01	mobile	False	118	5000	5000	3486	3.384968445209409
FedCM	2024-04-01	mobile	True	132	5000	5000	3913	3.3733708152312802
FedCM	2024-05-01	desktop	False	136	5000	5000	2819	4.824405817665839
FedCM	2024-05-01	desktop	True	157	5000	5000	3140	5.0
FedCM	2024-05-01	mobile	False	109	5000	5000	3408	3.1983568075117366
FedCM	2024-05-01	mobile	True	141	5000	5000	3851	3.66138665281745
FedCM	2024-06-01	desktop	False	143	5000	5000	2896	4.9378453038674035
FedCM	2024-06-01	desktop	True	170	5000	5000	3222	5.276225946617008
FedCM	2024-06-01	mobile	False	124	5000	5000	3476	3.567318757192175
FedCM	2024-06-01	mobile	True	153	5000	5000	3918	3.9050535987748853
FedCM	2024-07-01	desktop	False	166	5000	5000	2900	5.724137931034483
FedCM	2024-07-01	desktop	True	182	5000	5000	3254	5.593116164720344
FedCM	2024-07-01	mobile	False	128	5000	5000	3509	3.647762895411798
FedCM	2024-07-01	mobile	True	153	5000	5000	3969	3.8548752834467117
FedCM	2024-08-01	desktop	False	156	5000	5000	2865	5.445026178010471
FedCM	2024-08-01	desktop	True	183	5000	5000	3213	5.695611577964519
FedCM	2024-08-01	mobile	False	140	5000	5000	3495	4.005722460658083
FedCM	2024-08-01	mobile	True	164	5000	5000	3948	4.154002026342452
FedCM	2024-09-01	desktop	False	162	5000	5000	2782	5.823148813803019
FedCM	2024-09-01	desktop	True	191	5000	5000	3165	6.034755134281201
FedCM	2024-09-01	mobile	False	147	5000	5000	3413	4.307061236448872
FedCM	2024-09-01	mobile	True	166	5000	5000	3884	4.27394438722966
FedCM	2024-10-01	desktop	False	163	5000	5000	2882	5.655794587092297
FedCM	2024-10-01	desktop	True	195	5000	5000	3228	6.04089219330855
FedCM	2024-10-01	mobile	False	137	5000	5000	3454	3.9664157498552406
FedCM	2024-10-01	mobile	True	169	5000	5000	3869	4.36805376066167
FedCM	2024-11-01	desktop	False	159	5000	5000	2902	5.478980013783598
FedCM	2024-11-01	desktop	True	195	5000	5000	3260	5.98159509202454
FedCM	2024-11-01	mobile	False	135	5000	5000	3497	3.86045181584215
FedCM	2024-11-01	mobile	True	161	5000	5000	3915	4.112388250319285
FedCM	2024-12-01	desktop	False	156	5000	5000	2958	5.273833671399594
FedCM	2024-12-01	desktop	True	190	5000	5000	3305	5.748865355521937
FedCM	2024-12-01	mobile	False	131	5000	5000	3518	3.723706651506538
FedCM	2024-12-01	mobile	True	167	5000	5000	3949	4.22891871359838
FedCM	2025-01-01	desktop	False	156	5000	5000	2832	5.508474576271186
FedCM	2025-01-01	desktop	True	190	5000	5000	3181	5.972964476579691
FedCM	2025-01-01	mobile	False	144	5000	5000	3416	4.215456674473068
FedCM	2025-01-01	mobile	True	167	5000	5000	3867	4.318593224722007
FedCM	2025-02-01	desktop	False	154	5000	5000	2919	5.275779376498801
FedCM	2025-02-01	desktop	True	201	5000	5000	3283	6.122448979591836
FedCM	2025-02-01	mobile	False	141	5000	5000	3449	4.08814149028704
FedCM	2025-02-01	mobile	True	173	5000	5000	3907	4.427949833631942
FedCM	2025-03-01	desktop	False	167	5000	5000	2924	5.711354309165527
FedCM	2025-03-01	desktop	True	204	5000	5000	3266	6.246172688303735
FedCM	2025-03-01	mobile	False	147	5000	5000	3429	4.286964129483815
FedCM	2025-03-01	mobile	True	178	5000	5000	3867	4.603051461080941
FedCM	2025-04-01	desktop	False	163	5000	5000	2900	5.620689655172414
FedCM	2025-04-01	desktop	True	207	5000	5000	3278	6.314826113483832
FedCM	2025-04-01	mobile	False	138	5000	5000	3420	4.035087719298246
FedCM	2025-04-01	mobile	True	178	5000	5000	3873	4.595920475083915
FedCM	2025-05-01	desktop	False	147	5000	5000	2864	5.13268156424581
FedCM	2025-05-01	desktop	True	202	5000	5000	3226	6.261624302541848
FedCM	2025-05-01	mobile	False	148	5000	5000	3429	4.31612715077282
FedCM	2025-05-01	mobile	True	172	5000	5000	3899	4.411387535265453
FedCM	2025-06-01	desktop	False	157	5000	5000	2834	5.539872971065632
FedCM	2025-06-01	desktop	True	213	5000	5000	3170	6.719242902208202
FedCM	2025-06-01	mobile	False	149	5000	5000	3393	4.39139404656646
FedCM	2025-06-01	mobile	True	186	5000	5000	3845	4.837451235370612
FedCM	2025-07-01	desktop	False	160	5000	5000	2864	5.58659217877095
FedCM	2025-07-01	desktop	True	229	5000	5000	3201	7.154014370509215
FedCM	2025-07-01	mobile	False	160	5000	5000	3419	4.67973091547236
FedCM	2025-07-01	mobile	True	189	5000	5000	3891	4.857363145720894
FedCM	2025-08-01	desktop	False	160	5000	5000	2883	5.549774540409296
FedCM	2025-08-01	desktop	True	218	5000	5000	3195	6.8231611893583715
FedCM	2025-08-01	mobile	False	155	5000	5000	3377	4.589872668048564
FedCM	2025-08-01	mobile	True	182	5000	5000	3857	4.71869328493648
FedCM	2025-09-01	desktop	False	153	5000	5000	2870	5.331010452961673
FedCM	2025-09-01	desktop	True	222	5000	5000	3203	6.931002185451139
FedCM	2025-09-01	mobile	False	142	5000	5000	3398	4.178928781636257
FedCM	2025-09-01	mobile	True	190	5000	5000	3887	4.888088500128633
FedCM	2025-10-01	desktop	False	189	5000	5000	2862	6.60377358490566
FedCM	2025-10-01	desktop	True	223	5000	5000	3162	7.052498418722328
FedCM	2025-10-01	mobile	False	202	5000	5000	3343	6.042476817230033
FedCM	2025-10-01	mobile	True	233	5000	5000	3791	6.1461355842785546
FedCM	2025-11-01	desktop	False	192	5000	5000	2897	6.627545736969279
FedCM	2025-11-01	desktop	True	237	5000	5000	3250	7.292307692307692
FedCM	2025-11-01	mobile	False	191	5000	5000	3390	5.6342182890855455
FedCM	2025-11-01	mobile	True	237	5000	5000	3874	6.117707795560145
FedCM	2025-12-01	desktop	False	197	5000	5000	2946	6.687033265444671
FedCM	2025-12-01	desktop	True	240	5000	5000	3273	7.332722273143904
FedCM	2025-12-01	mobile	False	187	5000	5000	3398	5.503237198351972
FedCM	2025-12-01	mobile	True	229	5000	5000	3877	5.90662883672943
FedCM	2026-01-01	desktop	False	188	5000	5000	2862	6.568832983927324
FedCM	2026-01-01	desktop	True	236	5000	5000	3192	7.393483709273182
FedCM	2026-01-01	mobile	False	193	5000	5000	3356	5.750893921334923
FedCM	2026-01-01	mobile	True	227	5000	5000	3813	5.953317597692106
FedCM	2026-02-01	desktop	False	195	5000	5000	2906	6.710254645560909
FedCM	2026-02-01	desktop	True	244	5000	5000	3270	7.46177370030581
FedCM	2026-02-01	mobile	False	204	5000	5000	3381	6.033717834960071
FedCM	2026-02-01	mobile	True	237	5000	5000	3883	6.1035281998454805
FedCM	2026-03-01	desktop	False	193	5000	5000	2856	6.757703081232493
FedCM	2026-03-01	desktop	True	256	5000	5000	3239	7.903673973448595
FedCM	2026-03-01	mobile	False	215	5000	5000	3330	6.456456456456457
FedCM	2026-03-01	mobile	True	251	5000	5000	3861	6.500906500906501
FedCM	2026-04-01	desktop	False	201	5000	5000	2829	7.104984093319194
FedCM	2026-04-01	desktop	True	257	5000	5000	3232	7.951732673267327
FedCM	2026-04-01	mobile	False	221	5000	5000	3335	6.626686656671664
FedCM	2026-04-01	mobile	True	244	5000	5000	3845	6.345903771131339
Fenced Frames	2024-06-01	desktop	True	2	5000	5000	3222	0.06207324643078833
Fenced Frames	2024-06-01	mobile	False	2	5000	5000	3476	0.05753739930955121
Fenced Frames	2024-06-01	mobile	True	2	5000	5000	3918	0.05104645227156713
Fenced Frames	2024-07-01	desktop	True	3	5000	5000	3254	0.09219422249539029
Fenced Frames	2024-07-01	mobile	False	2	5000	5000	3509	0.05699629524080935
Fenced Frames	2024-07-01	mobile	True	2	5000	5000	3969	0.05039052658100278
Fenced Frames	2024-08-01	desktop	True	3	5000	5000	3213	0.09337068160597572
Fenced Frames	2024-08-01	mobile	False	2	5000	5000	3495	0.057224606580829764
Fenced Frames	2024-08-01	mobile	True	3	5000	5000	3948	0.07598784194528875
Fenced Frames	2024-09-01	desktop	True	3	5000	5000	3165	0.09478672985781991
Fenced Frames	2024-09-01	mobile	False	2	5000	5000	3413	0.05859947260474656
Fenced Frames	2024-09-01	mobile	True	3	5000	5000	3884	0.07723995880535531
Fenced Frames	2024-10-01	desktop	False	1	5000	5000	2882	0.03469812630117974
Fenced Frames	2024-10-01	desktop	True	3	5000	5000	3228	0.09293680297397769
Fenced Frames	2024-10-01	mobile	False	2	5000	5000	3454	0.05790387955993051
Fenced Frames	2024-10-01	mobile	True	4	5000	5000	3869	0.10338588782631171
Fenced Frames	2024-11-01	desktop	False	2	5000	5000	2902	0.06891798759476223
Fenced Frames	2024-11-01	desktop	True	3	5000	5000	3260	0.09202453987730061
Fenced Frames	2024-11-01	mobile	False	2	5000	5000	3497	0.057191878753217046
Fenced Frames	2024-11-01	mobile	True	3	5000	5000	3915	0.07662835249042146
Fenced Frames	2024-12-01	desktop	False	1	5000	5000	2958	0.03380662609871535
Fenced Frames	2024-12-01	desktop	True	3	5000	5000	3305	0.0907715582450832
Fenced Frames	2024-12-01	mobile	False	2	5000	5000	3518	0.05685048322910744
Fenced Frames	2024-12-01	mobile	True	3	5000	5000	3949	0.07596859964547988
Fenced Frames	2025-01-01	desktop	True	2	5000	5000	3181	0.06287331027978622
Fenced Frames	2025-01-01	mobile	False	1	5000	5000	3416	0.02927400468384075
Fenced Frames	2025-01-01	mobile	True	3	5000	5000	3867	0.07757951900698215
Fenced Frames	2025-02-01	desktop	True	3	5000	5000	3283	0.09137983551629607
Fenced Frames	2025-02-01	mobile	False	1	5000	5000	3449	0.028993911278631487
Fenced Frames	2025-02-01	mobile	True	2	5000	5000	3907	0.05119017148707448
Fenced Frames	2025-03-01	desktop	False	1	5000	5000	2924	0.03419972640218878
Fenced Frames	2025-03-01	desktop	True	3	5000	5000	3266	0.09185548071034905
Fenced Frames	2025-03-01	mobile	False	3	5000	5000	3429	0.08748906386701663
Fenced Frames	2025-03-01	mobile	True	4	5000	5000	3867	0.1034393586759762
Fenced Frames	2025-04-01	desktop	False	1	5000	5000	2900	0.034482758620689655
Fenced Frames	2025-04-01	desktop	True	4	5000	5000	3278	0.12202562538133008
Fenced Frames	2025-04-01	mobile	False	3	5000	5000	3420	0.08771929824561403
Fenced Frames	2025-04-01	mobile	True	5	5000	5000	3873	0.12909888974954814
Fenced Frames	2025-05-01	desktop	False	4	5000	5000	2864	0.13966480446927373
Fenced Frames	2025-05-01	desktop	True	7	5000	5000	3226	0.21698698078115314
Fenced Frames	2025-05-01	mobile	False	4	5000	5000	3429	0.11665208515602217
Fenced Frames	2025-05-01	mobile	True	6	5000	5000	3899	0.15388561169530648
Fenced Frames	2025-06-01	desktop	False	2	5000	5000	2834	0.07057163020465773
Fenced Frames	2025-06-01	desktop	True	3	5000	5000	3170	0.0946372239747634
Fenced Frames	2025-06-01	mobile	False	3	5000	5000	3393	0.08841732979664013
Fenced Frames	2025-06-01	mobile	True	4	5000	5000	3845	0.10403120936280884
Fenced Frames	2025-07-01	desktop	False	3	5000	5000	2864	0.10474860335195531
Fenced Frames	2025-07-01	desktop	True	4	5000	5000	3201	0.12496094970321774
Fenced Frames	2025-07-01	mobile	False	4	5000	5000	3419	0.11699327288680901
Fenced Frames	2025-07-01	mobile	True	4	5000	5000	3891	0.10280133641737343
Fenced Frames	2025-08-01	desktop	False	3	5000	5000	2883	0.10405827263267431
Fenced Frames	2025-08-01	desktop	True	5	5000	5000	3195	0.1564945226917058
Fenced Frames	2025-08-01	mobile	False	5	5000	5000	3377	0.14806040864672787
Fenced Frames	2025-08-01	mobile	True	5	5000	5000	3857	0.12963443090484833
Fenced Frames	2025-09-01	desktop	False	2	5000	5000	2870	0.06968641114982578
Fenced Frames	2025-09-01	desktop	True	5	5000	5000	3203	0.1561036528254761
Fenced Frames	2025-09-01	mobile	False	6	5000	5000	3398	0.17657445556209533
Fenced Frames	2025-09-01	mobile	True	6	5000	5000	3887	0.15436068947774634
Fenced Frames	2025-10-01	desktop	False	7	5000	5000	2862	0.2445842068483578
Fenced Frames	2025-10-01	desktop	True	9	5000	5000	3162	0.2846299810246679
Fenced Frames	2025-10-01	mobile	False	9	5000	5000	3343	0.26921926413401137
Fenced Frames	2025-10-01	mobile	True	9	5000	5000	3791	0.2374043787918755
Fenced Frames	2025-11-01	desktop	False	5	5000	5000	2897	0.17259233690024164
Fenced Frames	2025-11-01	desktop	True	7	5000	5000	3250	0.21538461538461537
Fenced Frames	2025-11-01	mobile	False	8	5000	5000	3390	0.2359882005899705
Fenced Frames	2025-11-01	mobile	True	7	5000	5000	3874	0.18069179143004646
Fenced Frames	2025-12-01	desktop	False	4	5000	5000	2946	0.1357773251866938
Fenced Frames	2025-12-01	desktop	True	7	5000	5000	3273	0.21387106630003055
Fenced Frames	2025-12-01	mobile	False	5	5000	5000	3398	0.14714537963507945
Fenced Frames	2025-12-01	mobile	True	7	5000	5000	3877	0.1805519731751354
Fenced Frames	2026-01-01	desktop	False	4	5000	5000	2862	0.1397624039133473
