date,client,rank_grouping,is_root_page,total_pages
2023-06-01,mobile,50000,false,37229
2023-06-01,mobile,5000,false,3736
2023-06-01,mobile,100000,false,74459
2023-06-01,mobile,1000,false,718
2023-06-01,desktop,1000,true,705
2023-06-01,desktop,10000,true,7226
2023-06-01,desktop,100000,true,76845
2023-06-01,desktop,5000,true,3547
2023-06-01,desktop,50000,true,37707
2023-06-01,mobile,100000,true,89900
2023-06-01,mobile,5000,true,4469
2023-06-01,mobile,10000,true,8918
2023-06-01,mobile,1000,true,888
2023-06-01,mobile,50000,true,44870
2025-07-01,desktop,50000,false,28879
2025-07-01,desktop,100000,false,57915
2025-07-01,desktop,10000,false,5789
2025-07-01,desktop,1000,false,568
2025-07-01,desktop,5000,false,2864
2025-07-01,mobile,5000,false,3419
2025-07-01,mobile,100000,false,65880
2025-07-01,mobile,10000,false,6831
2025-07-01,mobile,1000,false,696
2025-07-01,mobile,50000,false,33257
2025-07-01,desktop,10000,true,6462
2025-07-01,desktop,50000,true,32931
2025-07-01,desktop,100000,true,66608
2025-07-01,desktop,1000,true,633
2025-07-01,desktop,5000,true,3201
2025-07-01,mobile,5000,true,3891
2025-07-01,mobile,100000,true,77869
2025-07-01,mobile,1000,true,790
2025-07-01,mobile,10000,true,7785
2025-07-01,mobile,50000,true,38835
2022-01-01,desktop,10000,true,7857
2022-01-01,desktop,50000,true,7857
2022-01-01,desktop,5000,true,740
2022-01-01,desktop,1000,true,740
2022-01-01,desktop,100000,true,85381
2022-01-01,mobile,100000,true,92719
2022-01-01,mobile,5000,true,927
2022-01-01,mobile,10000,true,9226
2022-01-01,mobile,50000,true,9226
2022-01-01,mobile,1000,true,927
2023-07-01,mobile,1000,false,732
2023-07-01,desktop,1000,false,603
2023-07-01,mobile,5000,false,3791
2023-07-01,desktop,5000,false,3115
2023-07-01,desktop,10000,false,6293
2023-07-01,mobile,10000,false,7547
2023-07-01,desktop,50000,false,32513
2023-07-01,mobile,50000,false,37837
2023-07-01,desktop,100000,false,66002
2023-07-01,mobile,100000,false,75177
2023-07-01,desktop,1000,true,700
2023-07-01,mobile,1000,true,893
2023-07-01,desktop,5000,true,3557
2023-07-01,mobile,5000,true,4497
2023-07-01,desktop,10000,true,7217
2023-07-01,mobile,10000,true,8983
2023-07-01,mobile,50000,true,45159
2023-07-01,desktop,50000,true,37500
2023-07-01,desktop,100000,true,76606
2023-07-01,mobile,100000,true,90351
2021-04-01,desktop,1000,true,800
2021-04-01,desktop,5000,true,800
2021-04-01,desktop,50000,true,8320
2021-04-01,desktop,10000,true,8320
2021-04-01,desktop,100000,true,87619
2021-04-01,mobile,1000,true,929
2021-04-01,mobile,5000,true,929
2021-04-01,mobile,50000,true,9148
2021-04-01,mobile,10000,true,9148
2021-04-01,mobile,100000,true,91466
2022-05-01,desktop,1000,true,778
2022-05-01,desktop,5000,true,778
2022-05-01,desktop,5000,false,939
2022-05-01,desktop,1000,false,939
2022-05-01,desktop,10000,true,8196
2022-05-01,desktop,50000,true,8196
2022-05-01,desktop,50000,false,9219
2022-05-01,desktop,10000,false,9219
2022-05-01,desktop,100000,false,80316
2022-05-01,desktop,100000,true,88045
2022-05-01,mobile,1000,true,933
2022-05-01,mobile,5000,true,933
2022-05-01,mobile,5000,false,1135
2022-05-01,mobile,1000,false,1135
2022-05-01,mobile,10000,true,9466
2022-05-01,mobile,50000,true,9466
2022-05-01,mobile,10000,false,10484
2022-05-01,mobile,50000,false,10484
2022-05-01,mobile,100000,false,84836
2022-05-01,mobile,100000,true,94966
2021-11-01,desktop,1000,true,754
2021-11-01,desktop,5000,true,754
2021-11-01,desktop,50000,true,8035
2021-11-01,desktop,10000,true,8035
2021-11-01,desktop,100000,true,86452
2021-11-01,mobile,1000,true,681
2021-11-01,mobile,5000,true,681
2021-11-01,mobile,10000,true,8553
2021-11-01,mobile,50000,true,8553
2021-11-01,mobile,100000,true,92073
2023-03-01,mobile,1000,false,732
2023-03-01,desktop,1000,false,591
2023-03-01,mobile,5000,false,3788
2023-03-01,desktop,5000,false,3125
2023-03-01,desktop,10000,false,6391
2023-03-01,mobile,10000,false,7569
2023-03-01,desktop,50000,false,33355
2023-03-01,mobile,50000,false,38009
2023-03-01,mobile,100000,false,75735
2023-03-01,desktop,100000,false,67919
2023-03-01,mobile,1000,true,888
2023-03-01,desktop,1000,true,682
2023-03-01,desktop,5000,true,3581
2023-03-01,mobile,5000,true,4487
2023-03-01,desktop,10000,true,7331
2023-03-01,mobile,10000,true,8952
2023-03-01,mobile,50000,true,45076
2023-03-01,desktop,50000,true,38633
2023-03-01,desktop,100000,true,78983
2023-03-01,mobile,100000,true,90153
2024-01-01,desktop,5000,false,2940
2024-01-01,desktop,10000,false,5916
2024-01-01,desktop,100000,false,61783
2024-01-01,desktop,1000,false,565
2024-01-01,desktop,50000,false,30528
2024-01-01,desktop,10000,true,6499
2024-01-01,desktop,1000,true,626
2024-01-01,desktop,5000,true,3242
2024-01-01,desktop,50000,true,34185
2024-01-01,desktop,100000,true,69740
2024-01-01,mobile,1000,false,692
2024-01-01,mobile,1000,true,792
2024-01-01,mobile,100000,true,81266
2024-01-01,mobile,5000,true,3960
2024-01-01,mobile,50000,true,40393
2024-01-01,mobile,10000,true,7907
2024-01-01,mobile,10000,false,7078
2024-01-01,mobile,50000,false,35365
2024-01-01,mobile,100000,false,70333
2024-01-01,mobile,5000,false,3538
2025-12-01,desktop,50000,false,29020
2025-12-01,desktop,10000,false,5899
2025-12-01,desktop,1000,false,564
2025-12-01,desktop,5000,false,2946
2025-12-01,desktop,100000,false,57592
2025-12-01,mobile,1000,false,681
2025-12-01,mobile,10000,false,6777
2025-12-01,mobile,50000,false,32767
2025-12-01,mobile,5000,false,3398
2025-12-01,mobile,100000,false,64558
2025-12-01,desktop,5000,true,3273
2025-12-01,desktop,10000,true,6557
2025-12-01,desktop,50000,true,33014
2025-12-01,desktop,1000,true,626
2025-12-01,desktop,100000,true,66201
2025-12-01,mobile,100000,true,76394
2025-12-01,mobile,10000,true,7725
2025-12-01,mobile,5000,true,3877
2025-12-01,mobile,1000,true,769
2025-12-01,mobile,50000,true,38292
2021-10-01,desktop,1000,true,761
2021-10-01,desktop,5000,true,761
2021-10-01,desktop,10000,true,8089
2021-10-01,desktop,50000,true,8089
2021-10-01,desktop,100000,true,86864
2021-10-01,mobile,5000,true,825
2021-10-01,mobile,1000,true,825
2021-10-01,mobile,10000,true,8319
2021-10-01,mobile,50000,true,8319
2021-10-01,mobile,100000,true,91078
2026-04-01,mobile,100000,false,62511
2026-04-01,mobile,100000,true,75263
2025-11-01,desktop,100000,false,57133
2025-11-01,desktop,1000,false,556
2025-11-01,desktop,5000,false,2897
2025-11-01,desktop,10000,false,5810
2025-11-01,desktop,50000,false,28597
2025-11-01,mobile,1000,false,685
2025-11-01,mobile,5000,false,3390
2025-11-01,mobile,100000,false,64294
2025-11-01,mobile,50000,false,32587
2025-11-01,mobile,10000,false,6713
2025-11-01,desktop,50000,true,32641
2025-11-01,desktop,10000,true,6493
2025-11-01,desktop,100000,true,65803
2025-11-01,desktop,5000,true,3250
2025-11-01,desktop,1000,true,627
2025-11-01,mobile,1000,true,772
2025-11-01,mobile,50000,true,38095
2025-11-01,mobile,100000,true,76168
2025-11-01,mobile,10000,true,7687
2025-11-01,mobile,5000,true,3874
2022-04-01,desktop,1000,true,759
2022-04-01,desktop,5000,true,759
2022-04-01,desktop,10000,true,8095
2022-04-01,desktop,50000,true,8095
2022-04-01,desktop,100000,true,87173
2022-04-01,mobile,1000,true,897
2022-04-01,mobile,5000,true,897
2022-04-01,mobile,50000,true,9256
2022-04-01,mobile,10000,true,9256
2022-04-01,mobile,100000,true,93740
2024-10-01,desktop,50000,false,29216
2024-10-01,desktop,5000,false,2882
2024-10-01,desktop,100000,false,58934
2024-10-01,desktop,10000,false,5742
2024-10-01,desktop,1000,false,549
2024-10-01,desktop,10000,true,6421
2024-10-01,desktop,50000,true,33260
2024-10-01,desktop,5000,true,3228
2024-10-01,desktop,100000,true,67681
2024-10-01,desktop,1000,true,623
2024-10-01,mobile,5000,false,3454
2024-10-01,mobile,100000,false,66649
2024-10-01,mobile,50000,false,33535
2024-10-01,mobile,1000,false,711
2024-10-01,mobile,10000,false,6886
2024-10-01,mobile,1000,true,785
2024-10-01,mobile,10000,true,7732
2024-10-01,mobile,50000,true,39022
2024-10-01,mobile,5000,true,3869
2024-10-01,mobile,100000,true,78510
2022-10-01,desktop,1000,false,603
2022-10-01,desktop,5000,false,603
2022-10-01,mobile,5000,false,784
2022-10-01,mobile,1000,false,784
2022-10-01,desktop,50000,false,6411
2022-10-01,desktop,10000,false,6411
2022-10-01,mobile,10000,false,7811
2022-10-01,mobile,50000,false,7811
2022-10-01,desktop,100000,false,67985
2022-10-01,mobile,100000,false,77325
2022-10-01,desktop,1000,true,685
2022-10-01,desktop,5000,true,685
2022-10-01,mobile,5000,true,930
2022-10-01,mobile,1000,true,930
2022-10-01,desktop,50000,true,7244
2022-10-01,desktop,10000,true,7244
2022-10-01,mobile,10000,true,9155
2022-10-01,mobile,50000,true,9155
2022-10-01,desktop,100000,true,78133
2022-10-01,mobile,100000,true,91676
2024-03-01,desktop,1000,false,573
2024-03-01,desktop,1000,true,646
2024-03-01,desktop,5000,true,3277
2024-03-01,desktop,5000,false,2927
2024-03-01,desktop,10000,true,6602
2024-03-01,desktop,10000,false,5931
2024-03-01,desktop,50000,true,34249
2024-03-01,desktop,50000,false,30285
2024-03-01,desktop,100000,false,60933
2024-03-01,desktop,100000,true,69371
2024-03-01,mobile,1000,true,782
2024-03-01,mobile,1000,false,685
2024-03-01,mobile,5000,true,3932
2024-03-01,mobile,5000,false,3471
2024-03-01,mobile,10000,false,6979
2024-03-01,mobile,10000,true,7864
2024-03-01,mobile,50000,true,39866
2024-03-01,mobile,50000,false,34566
2024-03-01,mobile,100000,false,68679
2024-03-01,mobile,100000,true,79995
2024-04-01,desktop,1000,false,578
2024-04-01,desktop,10000,false,5939
2024-04-01,desktop,5000,false,2960
2024-04-01,desktop,50000,false,30210
2024-04-01,desktop,100000,false,60751
2024-04-01,mobile,100000,false,69158
2024-04-01,mobile,50000,false,34708
2024-04-01,mobile,10000,false,7009
2024-04-01,mobile,1000,false,689
2024-04-01,mobile,5000,false,3486
2024-04-01,desktop,10000,true,6541
2024-04-01,desktop,50000,true,33948
2024-04-01,desktop,5000,true,3247
2024-04-01,desktop,1000,true,636
2024-04-01,desktop,100000,true,68776
2024-04-01,mobile,1000,true,777
2024-04-01,mobile,10000,true,7863
2024-04-01,mobile,5000,true,3913
2024-04-01,mobile,100000,true,80207
2024-04-01,mobile,50000,true,39883
2024-07-01,desktop,5000,false,2900
2024-07-01,desktop,100000,false,60163
2024-07-01,desktop,50000,false,29977
2024-07-01,desktop,10000,false,5887
2024-07-01,desktop,1000,false,559
2024-07-01,mobile,1000,false,700
2024-07-01,mobile,10000,false,7043
2024-07-01,mobile,100000,false,68104
2024-07-01,mobile,50000,false,34421
2024-07-01,mobile,5000,false,3509
2024-07-01,desktop,50000,true,33957
2024-07-01,desktop,100000,true,68631
2024-07-01,desktop,10000,true,6557
2024-07-01,desktop,5000,true,3254
2024-07-01,desktop,1000,true,632
2024-07-01,mobile,1000,true,792
2024-07-01,mobile,100000,true,79807
2024-07-01,mobile,10000,true,7911
2024-07-01,mobile,50000,true,39884
2024-07-01,mobile,5000,true,3969
2024-05-01,desktop,50000,true,33124
2024-05-01,desktop,1000,true,622
2024-05-01,desktop,5000,true,3140
2024-05-01,desktop,100000,true,67674
2024-05-01,desktop,5000,false,2819
2024-05-01,desktop,10000,true,6326
2024-05-01,desktop,50000,false,29365
2024-05-01,desktop,1000,false,545
2024-05-01,desktop,100000,false,59479
2024-05-01,desktop,10000,false,5697
2024-05-01,mobile,5000,false,3408
2024-05-01,mobile,10000,false,6851
2024-05-01,mobile,1000,false,669
2024-05-01,mobile,50000,false,33816
2024-05-01,mobile,50000,true,38982
2024-05-01,mobile,1000,true,773
2024-05-01,mobile,5000,true,3851
2024-05-01,mobile,10000,true,7718
2024-05-01,mobile,100000,true,78583
2024-05-01,mobile,100000,false,67463
2022-07-01,desktop,1000,false,622
2022-07-01,desktop,5000,false,622
2022-07-01,mobile,5000,false,741
2022-07-01,mobile,1000,false,741
2022-07-01,desktop,10000,false,6391
2022-07-01,desktop,50000,false,6391
2022-07-01,mobile,10000,false,7280
2022-07-01,mobile,50000,false,7280
2022-07-01,desktop,100000,false,66642
2022-07-01,mobile,100000,false,71430
2022-07-01,desktop,5000,true,685
2022-07-01,desktop,1000,true,685
2022-07-01,mobile,5000,true,836
2022-07-01,mobile,1000,true,836
2022-07-01,desktop,10000,true,6992
2022-07-01,desktop,50000,true,6992
2022-07-01,mobile,10000,true,8192
2022-07-01,mobile,50000,true,8192
2022-07-01,desktop,100000,true,73992
2022-07-01,mobile,100000,true,80886
2022-03-01,desktop,1000,true,763
2022-03-01,desktop,5000,true,763
2022-03-01,desktop,10000,true,8032
2022-03-01,desktop,50000,true,8032
2022-03-01,desktop,100000,true,87301
2022-03-01,mobile,1000,true,936
2022-03-01,mobile,5000,true,936
2022-03-01,mobile,50000,true,9440
2022-03-01,mobile,10000,true,9440
2022-03-01,mobile,100000,true,95192
